Year,Issue,Editnr,Totallids,Title,Lidnr,Alinea
"1998","531","37","42","Artikel 408 wordt gewijzigd als volgt:","4.","In afwijking van het eerste lid en het tweede lid, onderdeel a, verlenen burgemeester en wethouders bij het gedeeltelijk vernieuwen of veranderen of het vergroten van een gezondheidszorggebouw of een gedeelte daarvan, mede bestemd voor nachtverblijf van patiënten die door hun lichamelijke of geestelijke gesteldheid permanent of tijdelijk aan bed gebonden zijn, gelegen in de L"
"1998","531","38","42","Artikel 408 wordt gewijzigd als volgt:","6.","Het eerste en het vijfde lid zijn niet van toepassing op de artikelen 180, 183, tweede tot en met vierde lid, 184, tweede tot en met vierde, en zevende tot en met negende lid, 185, tweede en derde lid, 203, vierde tot en met negende lid, 204 en 205."
"1998","531","39","42","Artikel 408 wordt gewijzigd als volgt:","7.","Burgemeester en wethouders verlenen bij het geheel vernieuwen van een niet tot bewoning bestemd gebouw geen vrijstelling van de artikelen 194, tweede tot en met vijfde lid, 195, 196, 227 tot en met 228a."
"1998","531","40","42","Artikel 408 wordt gewijzigd als volgt:","1.","De artikelen van dit besluit treden in werking op een bij koninklijk besluit te bepalen tijdstip, dat voor de verschillende artikelen of onderdelen daarvan verschillend kan worden vastgesteld."
"1998","531","41","42","Artikel 408 wordt gewijzigd als volgt:","2.","De voorschriften van het Bouwbesluit, zoals gewijzigd bij artikel I van dit besluit, zijn van toepassing op bouwwerken waarvoor na de inwerkingtreding van dit besluit: a. een aanvraag om bouwvergunning als bedoeld in artikel 40, eerste lid, van de Woningwet is ingediend, of b. een voornemen tot bouwen als bedoeld in artikel 42, eerste lid, van die wet is gemeld."
"1998","531","42","42","Artikel 408 wordt gewijzigd als volgt:","3.","Aanvragen om bouwvergunning als bedoeld in artikel 40, eerste lid, van de Woningwet en meldingen van een voornemen tot bouwen als bedoeld in artikel 42, eerste lid, van die wet, die zijn ingediend vóór de inwerkingtreding van dit besluit, alsmede enig beroep, ingesteld tegen een beslissing omtrent een dergelijke aanvraag of melding worden afgedaan overeenkomstig de voorschriften, zoals deze zijn gewijzigd bij artikel I, onderdelen B, D, E, G, H, I, K tot en met Y en AB tot en met AO van dit besluit en voor het overige overeenkomstig de voorschriften die golden vóór de inwerkingtreding van dit besluit."
"1998","619","1","720","HOOFDSTUK XIV komt te luiden:","1.","Een uiterste grenstoestand van een bouwconstructie van een woning of woongebouw is, opdat die constructie duurzaam bestand is tegen de daarop werkende krachten, bij de fundamentele belastingscombinaties, bedoeld in NEN 6702, niet overschreden."
"1998","619","2","720","HOOFDSTUK XIV komt te luiden:","2.","Een uiterste grenstoestand van een bouwconstructie, zijnde een dak of een vloerafscheiding van een woning of woongebouw, is voorts bij de bijzondere belastingscombinaties, bedoeld in NEN 6702, niet overschreden; bij de bijzondere belastingscombinaties is uitgegaan van een stootbelasting."
"1998","619","3","720","HOOFDSTUK XIV komt te luiden:","3.","Een uiterste grenstoestand van een bouwconstructie, zijnde een hoofddraagconstructie van een woning of woongebouw is voorts, ter voorkoming van voortschrijdende instorting, bij de bijzondere belastingscombinaties, bedoeld in NEN 6702, niet overschreden; bij de bijzondere belastingscombinaties is uitgegaan van het wegvallen van de standzekerheid van een op een aangrenzend perceel gelegen gebouw, een gasexplosie, botsing door een voertuig en een extreme grondwaterstand."
"1998","619","4","720","HOOFDSTUK XIV komt te luiden:","4.","Bij het bepalen van de belastingscombinaties, bedoeld in het eerste en het derde lid, is uitgegaan van NEN 6700, indien NEN 6702 niet voorziet in de kwantificering van een belastingsgeval als bedoeld in laatstbedoelde norm."
"1998","619","5","720","HOOFDSTUK XIV komt te luiden:","5.","Het niet-overschrijden van een uiterste grenstoestand is bepaald volgens: a. NEN 6710 of NEN 6770, indien de bouwconstructie is vervaardigd van metaal als bedoeld in die normen; b. NEN 6720 of NEN 6790, indien de bouwconstructie is vervaardigd van steenachtig materiaal als bedoeld in die normen; c. NEN 6760, indien de bouwconstructie is vervaardigd van hout als bedoeld in die norm; d. NEN 2608, indien de bouwconstructie is vervaardigd van glas als bedoeld in die norm, of e. NEN 6707, indien de bouwconstructie de bevestiging van dakbedekking is als bedoeld in die norm."
"1998","619","6","720","HOOFDSTUK XIV komt te luiden:","6.","Een uiterste grenstoestand van een bouwconstructie als genoemd in tabel I, van een woning of woongebouw is, opdat bij brand de woning of het woongebouw op veilige wijze kan worden verlaten en doorzocht zonder dat er gevaar voor instorting is, bij de aan te houden bijzondere belastingscombinaties, bedoeld in NEN 6702, gedurende de tijdsduur van de brandwerendheid met betrekking tot bezwijken, aangegeven in die tabel voor die bouwconstructie, bepaald volgens NEN 6069 dan wel NEN 6071, NEN 6072 of NEN 6073, niet overschreden; bij de bijzondere belastingscombinaties is uitgegaan van een brand."
"1998","619","7","720","HOOFDSTUK XIV komt te luiden:","7.","De waarde van de brandwerendheid met betrekking tot bezwijken van een hoofddraagconstructie, gegeven in tabel I, is met ten hoogste 30 minuten verminderd indien de permanente vuurbelasting van een woning, niet gelegen in een woongebouw, of van een woongebouw, bepaald volgens NEN 6090, niet groter is dan 500 MJ/mTabel I. Brandwerendheid met betrekking tot bezwijken"
"1998","619","8","720","HOOFDSTUK XIV komt te luiden:","1.","Een vloer van een woning of woongebouw is, ter voorkoming van het van die vloer kunnen vallen, bij de randen voorzien van een afscheiding waarvan de hoogte, gemeten vanaf de vloer, ten minste 1 m is; de hoogte is ten minste 0,7 m, indien de som van de hoogte van de afscheiding en de breedte van een horizontaal vlak op die hoogte, ten minste 1,1 m is."
"1998","619","9","720","HOOFDSTUK XIV komt te luiden:","2.","De hoogte is 1,2 m indien de vloer hoger ligt dan 13 m boven een aangrenzende vloer of boven het aansluitende terrein of het aansluitend water."
"1998","619","10","720","HOOFDSTUK XIV komt te luiden:","3.","Indien de afscheiding zich bevindt ter plaatse van een raam, mag zijn volstaan met een hoogte van 0,85 m."
"1998","619","11","720","HOOFDSTUK XIV komt te luiden:","4.","Een vloer behoeft geen afscheiding te hebben ter plaatse van: a. de bovenste trede van een trap; b. de bovenkant van een hellingbaan; c. een met een onder a en b gelijk te stellen vloer, en d. een vloer die ten hoogste 1 m hoger ligt dan een aangrenzende vloer, het aansluitende terrein of het aansluitend water."
"1998","619","12","720","HOOFDSTUK XIV komt te luiden:","5.","Tussen een vloer en de afscheiding is, horizontaal gemeten, geen opening aanwezig die breder is dan 0,05 m."
"1998","619","13","720","HOOFDSTUK XIV komt te luiden:","6.","De afscheiding heeft tot een hoogte van 0,7 m boven de vloer geen openingen met een breedte groter dan 0,1 m."
"1998","619","14","720","HOOFDSTUK XIV komt te luiden:","7.","In de afscheiding mogen zich, ter voorkoming van het overklauteren, geen opstapmogelijkheden bevinden tussen 0,2 m en 0,7 m boven de vloer."
"1998","619","15","720","HOOFDSTUK XIV komt te luiden:","1.","Behoudens het tweede lid voldoet een trap als bedoeld in artikel 2.3 ten minste aan tabel II, kolom A."
"1998","619","16","720","HOOFDSTUK XIV komt te luiden:","2.","De trap bestemd voor het ontsluiten van: a. een woning met een gebruiksoppervlakte van meer dan 500 mb. een woongebouw, of c. woningen met een gezamenlijke vloeroppervlakte aan verblijfsgebied van meer dan 600 mTabel II. Afmetingen van een trap"
"1998","619","17","720","HOOFDSTUK XIV komt te luiden:","3.","Een trap als bedoeld in kolom A, sluit ter plaatse van de bovenste trede over de ten minste vereiste breedte aan op een vrije vloeroppervlakte van ten minste 0,8 m x 0,8 m."
"1998","619","18","720","HOOFDSTUK XIV komt te luiden:","4.","Een trap als bedoeld in kolom B sluit ter plaatse van de bovenste trede over de ten minste vereiste breedte aan op een vrije vloeroppervlakte van ten minste 1,1 m x 1,1 m."
"1998","619","19","720","HOOFDSTUK XIV komt te luiden:","5.","De trap waarmee een hoogteverschil is overbrugd van meer dan 1 m heeft vanaf die hoogte aan beide zijkanten een afscheiding; de hoogte van die afscheidingen is, gemeten boven de voorkant van een tredevlak van de trap, ten minste 0,8 m."
"1998","619","20","720","HOOFDSTUK XIV komt te luiden:","6.","De afscheiding heeft tot een hoogte van 0,7 m boven een tredevlak geen openingen met een breedte groter dan 0,1 m."
"1998","619","21","720","HOOFDSTUK XIV komt te luiden:","7.","Tussen de tredevlakken en een afscheiding is, horizontaal gemeten, geen opening aanwezig die breder is dan 0,05 m."
"1998","619","22","720","HOOFDSTUK XIV komt te luiden:","8.","De afscheiding heeft, ter voorkoming van het overklauteren, geen opstapmogelijkheden tussen 0,2 m en 0,7 m boven een tredevlak."
"1998","619","23","720","HOOFDSTUK XIV komt te luiden:","9.","De trap waarmee een hoogteverschil is overbrugd van ten minste 1 m en waarvan de klimlijn een helling heeft groter dan 2:3 is aan ten minste één zijkant voorzien van een leuning; de bovenkant van de leuning ligt op een hoogte van ten minste 0,8 m en ten hoogste 1 m boven de voorkant van een tredevlak van de trap."
"1998","619","24","720","HOOFDSTUK XIV komt te luiden:","10.","De trap, bestemd voor het ontsluiten van een woning of woongebouw, waarmee een hoogteverschil, gemeten vanaf het aansluitende terrein of een aangrenzende vloer, is overbrugd van meer dan 1,5 m, ligt in een besloten ruimte; de uitwendige scheidingsconstructie is regenwerend, bepaald volgens NEN 2778."
"1998","619","25","720","HOOFDSTUK XIV komt te luiden:","11.","Op een trapvormige vloer van een verblijfsgebied zijn de voorschriften voor de aan- en optrede en de breedte van een tredevlak van tabel II, kolom B, van overeenkomstige toepassing."
"1998","619","26","720","HOOFDSTUK XIV komt te luiden:","1.","Een hellingbaan als bedoelt in artikel 2.3, heeft een breedte van ten minste 1,1 m; de hoogte van de hellingbaan is ten hoogste 1 m en de helling is ten hoogste: a. 1:12, indien het hoogteverschil niet groter is dan 0,25 m; b. 1:16, indien het hoogteverschil groter is dan 0,25 m doch niet groter dan 0,5 m, en c. 1:20, indien het hoogteverschil groter is dan 0,5 m."
"1998","619","27","720","HOOFDSTUK XIV komt te luiden:","2.","De hellingbaan sluit aan de bovenzijde over de ten minste vereiste breedte aan op een vrije vloeroppervlakte van ten minste 1,4 m x 1,4 m."
"1998","619","28","720","HOOFDSTUK XIV komt te luiden:","3.","De hellingbaan heeft: a. tot een hoogte van minder dan 1 m aan beide zijkanten een afscheiding met een hoogte van ten minste 0,04 m boven de hellingbaan, en b. indien het hoogteverschil tussen de hellingbaan, gemeten aan de zijkant, en een aansluitende vloer of het aansluitende terrein hoger is dan 1 m, een afscheiding met een hoogte van ten minste 0,85 m boven de hellingbaan."
"1998","619","29","720","HOOFDSTUK XIV komt te luiden:","4.","Tussen de bovenzijde van een hellingbaan en de afscheiding is, horizontaal gemeten, geen opening aanwezig die breder is dan 0,05 m."
"1998","619","30","720","HOOFDSTUK XIV komt te luiden:","5.","De afscheiding heeft tot een hoogte van 0,7 m boven de hellingbaan geen openingen met een breedte groter dan 0,1 m."
"1998","619","31","720","HOOFDSTUK XIV komt te luiden:","6.","In de afscheiding bevinden zich, ter voorkoming van het overklauteren, geen opstapmogelijkheden tussen 0,2 m en 0,7 m boven de hellingbaan."
"1998","619","32","720","HOOFDSTUK XIV komt te luiden:","1.","Een woning en een woongebouw hebben, opdat op veilige wijze kan worden beschikt over energie, een voorziening voor elektriciteit die kan worden aangesloten op het distributienet van elektriciteit."
"1998","619","33","720","HOOFDSTUK XIV komt te luiden:","2.","De voorziening voldoet ten minste aan artikel 5, eerste lid, onderdeel 2, van de Model-aansluitvoorwaarden voor elektrische energie van EnergieNed."
"1998","619","34","720","HOOFDSTUK XIV komt te luiden:","3.","De voorziening heeft in de meterruimte ten minste één aansluitmogelijkheid voor aansluiting op het distributienet van elektriciteit."
"1998","619","35","720","HOOFDSTUK XIV komt te luiden:","4.","Een voorziening voor noodstroom voldoet ten minste aan artikel 5, eerste lid, onderdeel 2, van de Model-aansluitvoorwaarden voor elektrische energie van EnergieNed."
"1998","619","36","720","HOOFDSTUK XIV komt te luiden:","1.","Een besloten ruimte van een woning met een gebruiksoppervlakte van meer dan 500 m"
"1998","619","37","720","HOOFDSTUK XIV komt te luiden:","2.","De verlichtingsinstallatie van de kooi van een lift is aangesloten op een voorziening voor noodstroom; deze voorziening geeft binnen 15 seconden na het uitvallen van de voorziening voor elektriciteit, gedurende ten minste 60 minuten een verlichtingssterkte van ten minste 1 lux."
"1998","619","38","720","HOOFDSTUK XIV komt te luiden:","1.","Een woning heeft, opdat op veilige wijze kan worden beschikt over energie, een voorziening voor gas die kan worden aangesloten op het distributienet van gas."
"1998","619","39","720","HOOFDSTUK XIV komt te luiden:","2.","Indien een woning, gelegen in een woongebouw, is aangewezen op een gemeenschappelijke voorziening voor verwarming, heeft dat woongebouw een voorziening voor gas die kan worden aangesloten op het distributienet van gas."
"1998","619","40","720","HOOFDSTUK XIV komt te luiden:","3.","Een woning of woongebouw behoeft geen voorziening voor gas te hebben, indien de woning of het woongebouw is aangesloten op het distributienet van de stadsverwarming of op een andere voorziening die is bestemd voor de verwarming van meer dan één woning."
"1998","619","41","720","HOOFDSTUK XIV komt te luiden:","4.","Een voorziening voor gas voldoet ten minste aan artikel 5, eerste lid, onderdeel 2, van de Model-aansluitvoorwaarden voor gas van EnergieNed."
"1998","619","42","720","HOOFDSTUK XIV komt te luiden:","1.","De voorziening voor gas van een woning of woongebouw heeft, opdat gas kan worden betrokken, in de meterruimte onderscheidenlijk de gemeenschappelijke meterruimte ten minste één aansluitmogelijkheid voor aansluiting op het distributienet van gas."
"1998","619","43","720","HOOFDSTUK XIV komt te luiden:","2.","De voorziening voor gas heeft, opdat op gas gestookte verbrandingstoestellen op die voorziening kunnen worden aangesloten, ten minste één aansluitpunt ter plaatse van: a. de opstelplaats voor een kooktoestel; b. de opstelplaats voor een stooktoestel, en c. de opstelplaats voor een warmwatertoestel."
"1998","619","44","720","HOOFDSTUK XIV komt te luiden:","3.","Het aansluitpunt, bedoeld in het tweede lid, onder c, vervalt indien op het aansluitpunt, bedoeld in dat lid, onder b, een samengevoegd stook- en warmwatertoestel wordt aangesloten."
"1998","619","45","720","HOOFDSTUK XIV komt te luiden:","1.","Een beweegbaar constructie-onderdeel van een woning of woongebouw dat zich in enige stand kan bevinden boven een voor motorvoertuigen openstaande weg of boven een strook van 0,6 m grenzend aan die weg, ligt, ter voorkoming van gevaar voor gebruikers van die weg of strook, gemeten vanaf de onderzijde van dat onderdeel, hoger dan 4,2 m boven die weg of strook."
"1998","619","46","720","HOOFDSTUK XIV komt te luiden:","2.","Een beweegbaar constructie-onderdeel dat zich in enige stand kan bevinden boven een niet voor motorvoertuigen openstaande weg, ligt, gemeten vanaf de onderzijde van dat onderdeel, hoger dan 2,2 m boven die weg."
"1998","619","47","720","HOOFDSTUK XIV komt te luiden:","3.","Een beweegbaar constructie-onderdeel dat zich in enige stand kan bevinden boven een vloer waarover een vluchtmogelijkheid voert, is, ter voorkoming van gevaar voor gebruikers van die vluchtmogelijkheid, hoger gelegen dan 2,2 m boven die vloer; dit voorschrift geldt niet voor een deur, indien ter plaatse van die deur in geopende stand onder een hoek van 90° de vluchtmogelijkheid een vrije doorgang heeft van ten minste 0,6 m."
"1998","619","48","720","HOOFDSTUK XIV komt te luiden:","1.","Materiaal, toegepast ter plaatse van of in de nabijheid van een stookplaats van een woning of woongebouw is, ter beperking van het ontstaan van een brandgevaarlijke situatie, bepaald volgens NEN 6064, onbrandbaar, indien: a. ter plaatse van of in de nabijheid van die stookplaats een intensiteit van de warmtestraling, bepaald volgens NEN 6061, kan optreden van meer dan 2 kW/mb. in het materiaal een temperatuur, bepaald volgens NEN 6061, kan optreden van meer dan 363 K."
"1998","619","49","720","HOOFDSTUK XIV komt te luiden:","2.","Materiaal, toegepast aan de binnenzijde van een schacht, koker of kanaal is, indien die schacht, die koker of dat kanaal grenst aan meer dan één brandcompartiment en een inwendige doorsnede heeft die groter is dan 0,015 m"
"1998","619","50","720","HOOFDSTUK XIV komt te luiden:","3.","Een voorziening voor de afvoer van rook is, bepaald volgens NEN 6062, brandveilig; materiaal waaruit deze voorziening is samengesteld, is, indien in dat materiaal een temperatuur, bepaald volgens NEN 6062, kan optreden van meer dan 363 K, bepaald volgens NEN 6064, onbrandbaar."
"1998","619","51","720","HOOFDSTUK XIV komt te luiden:","4.","De horizontale afstand tussen de uitmonding van een voorziening voor de afvoer van rook van een op vaste brandstof gestookt toestel en een brandgevaarlijk dak van een ander bouwwerk is ten minste 15 m."
"1998","619","52","720","HOOFDSTUK XIV komt te luiden:","5.","Een dak van een woning of een woongebouw is, bepaald volgens NEN 6063, niet brandgevaarlijk; dit voorschrift geldt niet indien het dak ligt op een horizontale afstand van ten minste 15 m van de perceelsgrens en in de woning of het woongebouw geen vloer van een verblijfsgebied hoger ligt dan 5 m boven het meetniveau; indien het perceel waarop de woning of het woongebouw ligt, grenst aan een openbare weg, openbaar water of openbaar groen, mag de afstand zijn aangehouden tot het hart van die weg, dat water of dat groen."
"1998","619","53","720","HOOFDSTUK XIV komt te luiden:","1.","De bijdrage tot brandvoortplanting van een constructie-onderdeel: a. van een woning of woongebouw, uitgezonderd het dak, is, ter beperking van het zich snel kunnen ontwikkelen van brand, bepaald volgens NEN 6065, ten hoogste gelijk aan klasse 4; een constructie-onderdeel toegekeerd naar een vluchtweg, is ten hoogste gelijk aan klasse 2; b. zijnde een vloer of een tredevlak, is, bepaald volgens NEN 1775, ten hoogste gelijk aan klasse T3 ; een constructie-onderdeel zijnde een vloer of een tredevlak is gelijk aan klasse T1 indien over de vloer of het tredevlak een vluchtweg voert."
"1998","619","54","720","HOOFDSTUK XIV komt te luiden:","2.","De bijdrage tot brandvoortplanting van de zijde van een constructie-onderdeel van een woning met een gebruiksoppervlakte van meer dan 500 m"
"1998","619","55","720","HOOFDSTUK XIV komt te luiden:","3.","De bijdrage tot brandvoortplanting van de zijde van een constructie-onderdeel, toegekeerd naar de buitenlucht, van een woning of woongebouw, uitgezonderd het dak, is, indien het constructie-onderdeel hoger ligt dan 13 m boven het meetniveau, bepaald volgens NEN 6065, ten hoogste gelijk aan klasse 2; dit voorschrift geldt niet voor een deur, raam, kozijn of daarmee gelijk te stellen constructie-onderdeel."
"1998","619","56","720","HOOFDSTUK XIV komt te luiden:","4.","De bijdrage tot brandvoortplanting van een zijde van een constructie-onderdeel, toegekeerd naar de buitenlucht, van een woning met een gebruiksoppervlakte van meer dan 500 m"
"1998","619","57","720","HOOFDSTUK XIV komt te luiden:","5.","Voor ten hoogste 5% van de totale oppervlakte van de constructie-onderdelen van elke afzonderlijke ruimte van een woning of woongebouw geldt geen eis voor de bijdrage tot brandvoortplanting."
"1998","619","58","720","HOOFDSTUK XIV komt te luiden:","1.","Met het oog op het beperken van uitbreiding van brand wordt als brandcompartiment aangemerkt: a. een woning, niet gelegen in een woongebouw; b. een woongebouw; c. een woongebouw met een gebruiksoppervlakte aan woningen van ten hoogste 800 md. een woongebouw met ten hoogste zes woningen die zijn aangewezen op één vluchtmogelijkheid; e. een gedeelte van een woning of van een woongebouw, anders dan bedoeld onder c of d, bestaande uit één of meer met elkaar in verbinding staande afzonderlijke ruimten met een totale gebruiksoppervlakte van ten hoogste 1000 mf. een stookruimte of een technische ruimte met een gebruiksoppervlakte van meer dan 50 m"
"1998","619","59","720","HOOFDSTUK XIV komt te luiden:","2.","Een brandcompartiment mag zich uitstrekken over meer dan één, op hetzelfde perceel gelegen gebouw mits: a. de gebruiksoppervlakte van het brandcompartiment niet groter is dan 1000 mb. het brandcompartiment geen technische ruimte is, zijnde een stookruimte of een andere technische ruimte met een gebruiksoppervlakte van meer dan 50 m"
"1998","619","60","720","HOOFDSTUK XIV komt te luiden:","3.","De weerstand tegen branddoorslag en brandoverslag tussen een brandcompartiment en een: a. ander brandcompartiment, en b. gebouw, geen brandcompartiment zijnde, is, bepaald volgens NEN 6068, ten minste 60 minuten; bij het bepalen van deze weerstand tussen een brandcompartiment en een brandcompartiment, gelegen op een aangrenzend perceel, is uitgegaan van een identiek doch spiegelsymmetrisch ten opzichte van de perceelsgrens gelegen brandcompartiment; deze spiegeling heeft plaats ten opzichte van het hart van de openbare weg, het openbaar water of het openbaar groen indien het perceel grenst aan die weg, dat water of dat groen."
"1998","619","61","720","HOOFDSTUK XIV komt te luiden:","4.","De weerstand tegen branddoorslag en brandoverslag wordt met 30 minuten verlaagd indien de permanente vuurbelasting, bepaald volgens NEN 6090, van het brandcompartiment niet groter is dan 500 MJ/m"
"1998","619","62","720","HOOFDSTUK XIV komt te luiden:","5.","De weerstand tegen branddoorslag en brandoverslag tussen een brandcompartiment en een besloten ruimte waardoor een vluchtweg voert, is ten minste 30 minuten; die weerstand is tussen een brandcompartiment en een veiligheidstrappenhuis ten minste 60 minuten."
"1998","619","63","720","HOOFDSTUK XIV komt te luiden:","6.","De weerstand tegen branddoorslag en brandoverslag tussen een brandcompartiment, en: a. een op hetzelfde perceel gelegen ander brandcompartiment; b. een op hetzelfde perceel gelegen besloten ruimte, waardoor een vluchtweg voert, of c. een op hetzelfde perceel gelegen gebouw, geen brandcompartiment zijnde,  is, bepaald volgens NEN 6068, ten minste 30 minuten indien in een gebouw geen verblijfsgebied hoger ligt dan 7 m boven het meetniveau."
"1998","619","64","720","HOOFDSTUK XIV komt te luiden:","7.","In een inwendige scheidingsconstructie van een brandcompartiment, waarvoor een eis voor de weerstand tegen branddoorslag en brandoverslag geldt, bevindt zich geen beweegbaar constructie-onderdeel anders dan een zelfsluitende deur."
"1998","619","65","720","HOOFDSTUK XIV komt te luiden:","8.","Als subbrandcompartiment zijn aan te merken: a. een woning in een woongebouw; b. een gemeenschappelijk verblijfsgebied; c. twee of meer met elkaar in verbinding staande afzonderlijke ruimten met een gebruiksoppervlakte van ten hoogste 40 md. een verblijfsruimte met een vloeroppervlakte van ten minste 40 m"
"1998","619","66","720","HOOFDSTUK XIV komt te luiden:","9.","De weerstand tegen branddoorslag en brandoverslag tussen een subbrandcompartiment, bedoeld in het achtste lid onder a en b, en een andere besloten ruimte van een woning met een gebruiksoppervlakte van meer dan 500 ma. de permanente vuurbelasting van het subbrandcompartiment ten hoogste 500 MJ/mb. door de andere besloten ruimte een vluchtmogelijkheid voert."
"1998","619","67","720","HOOFDSTUK XIV komt te luiden:","1.","De rookproductie van een constructie-onderdeel van een woning of woongebouw, toegekeerd naar een besloten ruimte, heeft, ter beperking van het zich snel ontwikkelen van rook, bepaald volgens NEN 6066, een rookdichtheid van ten hoogste 10 m"
"1998","619","68","720","HOOFDSTUK XIV komt te luiden:","2.","De rookproductie van een constructie-onderdeel van een besloten ruimte waardoor een vluchtweg voert, niet zijnde een vloer of tredevlak, heeft een rookdichtheid van ten hoogste: a. 5,4 mb. 2,2 m"
"1998","619","69","720","HOOFDSTUK XIV komt te luiden:","3.","De rookproductie van de zijde van een constructie-onderdeel van een woning met een gebruiksoppervlakte van meer dan 500 ma. 5,4 mb. 2,2 m"
"1998","619","70","720","HOOFDSTUK XIV komt te luiden:","4.","Voor ten hoogste 5% van de totale oppervlakte van de zijden van constructie-onderdelen, toegekeerd naar een besloten ruimte, geldt geen eis voor de rookproductie."
"1998","619","71","720","HOOFDSTUK XIV komt te luiden:","1.","Een brandcompartiment van een woning of woongebouw is, opdat rook zich niet in korte tijd kan verspreiden naar een ander brandcompartiment of een ruimte waardoor een vluchtweg voert, opgedeeld in één of meer rookcompartimenten."
"1998","619","72","720","HOOFDSTUK XIV komt te luiden:","2.","Tussen een verblijfsgebied en een toegang tot een besloten vluchttrappenhuis van een woongebouw, waarin een vloer van een verblijfsgebied hoger ligt dan 50 m boven het meetniveau, is, opdat bij brand vanuit het gebouw op veilige wijze het aansluitende terrein kan worden bereikt, een verkeersruimte met een lengte van ten minste 2 m gelegen; die ruimte is een rookcompartiment indien die verkeersruimte besloten is."
"1998","619","73","720","HOOFDSTUK XIV komt te luiden:","3.","De gebruiksoppervlakte van een rookcompartiment, die ten hoogste is toegestaan, wordt bepaald door: a. het aantal toegangen, met een minimum van twee toegangen bij een gebruiksoppervlakte van meer dan 500 mb. het aantal toegangen, met een minimum van twee toegangen bij een woongebouw met een gebruiksoppervlakte aan woningen van ten hoogste 800 m"
"1998","619","74","720","HOOFDSTUK XIV komt te luiden:","4.","De weerstand tegen rookdoorgang tussen een rookcompartiment en een aangrenzende besloten ruimte is, bepaald volgens NEN 6075, ten minste 30 minuten."
"1998","619","75","720","HOOFDSTUK XIV komt te luiden:","5.","In een inwendige scheidingsconstructie van een rookcompartiment, waarvoor een weerstand tegen rookdoorgang geldt, bevindt zich geen beweegbaar constructie-onderdeel anders dan een zelfsluitend constructie-onderdeel."
"1998","619","76","720","HOOFDSTUK XIV komt te luiden:","1.","Het aantal ten minste vereiste toegangen van een subbrandcompartiment, niet zijnde een woning, wordt bepaald door de loopafstand tussen een toegang van dat compartiment en een punt in een verblijfsgebied, gelegen in dat compartiment; die loopafstand is, opdat dat compartiment bij brand veilig kan worden verlaten, ten hoogste 30 m; bij het bepalen van de loopafstand wordt een constructie-onderdeel, niet zijnde een bouwconstructie, dat in het verblijfsgebied ligt, buiten beschouwing gelaten; het gedeelte van de loopafstand, dat in het verblijfsgebied ligt, wordt met 1,5 vermenigvuldigd; de afstand tussen twee toegangen is ten minste 5 m indien meer dan één toegang is vereist."
"1998","619","77","720","HOOFDSTUK XIV komt te luiden:","2.","Het eerste lid is van overeenkomstige toepassing op de loopafstand tussen de toegang van een subbrandcompartiment en een punt in een verblijfsruimte, gelegen in dat compartiment; bij het bepalen van deze loopafstand is rekening gehouden met alle constructie-onderdelen en blijft de vermenigvuldiging met 1,5 buiten beschouwing."
"1998","619","78","720","HOOFDSTUK XIV komt te luiden:","3.","De toegang van een gemeenschappelijke verblijfsruimte van een woongebouw ligt aan een verkeersruimte die voert naar een toegang van het subbrandcompartiment, waarin die verblijfsruimte ligt; de toegang van die verblijfsruimte mag liggen aan een aangrenzende verblijfsruimte indien die aangrenzende ruimte ten minste twee, op een afstand van ten minste 5 m van elkaar gelegen toegangen heeft, die liggen aan een verkeersruimte die voert naar een toegang van het subbrandcompartiment waarin die verblijfsruimten liggen."
"1998","619","79","720","HOOFDSTUK XIV komt te luiden:","4.","Een verblijfsgebied van een woning met een gebruiksoppervlakte van meer dan 500 ma. de vloeroppervlakte van dat gebied groter is dan 75 mb. de vloeroppervlakte van dat gebied groter is dan 25 mde afstand tussen die toegangen is ten minste 5 m; dit voorschrift is van overeenkomstige toepassing op een verblijfsruimte, gelegen in een woning met een gebruiksoppervlakte van meer dan 500 m"
"1998","619","80","720","HOOFDSTUK XIV komt te luiden:","5.","De toegang van een subbrandcompartiment ligt aan een verkeersruimte die voert naar een toegang van het rookcompartiment waarin dat subbrandcompartiment ligt."
"1998","619","81","720","HOOFDSTUK XIV komt te luiden:","6.","De afstand tussen een stookplaats en de verticale projectie van een trap is ten minste 1,5 m."
"1998","619","82","720","HOOFDSTUK XIV komt te luiden:","7.","Bij een gebruiksoppervlakte groter dan of gelijk aan 500 m"
"1998","619","83","720","HOOFDSTUK XIV komt te luiden:","8.","De loopafstand tussen de toegang van een verblijfsruimte van een woning en de toegang van het brandcompartiment of subbrandcompartiment, waarin de verblijfsruimte ligt, is ten hoogste 15 m."
"1998","619","84","720","HOOFDSTUK XIV komt te luiden:","9.","Vanuit een verblijfsruimte wordt het aansluitende terrein of een vluchtmogelijkheid slechts bereikt door ruimten die, indien die ruimten besloten zijn, een rookmelder hebben; de rookmelder is aangesloten op de voorziening voor electriciteit."
"1998","619","85","720","HOOFDSTUK XIV komt te luiden:","1.","Een toegang van een rookcompartiment van een woning, niet gelegen in een woongebouw, of van een woongebouw ligt, opdat bij brand vanuit de woning of het woongebouw veilig het aansluitende terrein kan worden bereikt via welk terrein de openbare weg kan worden bereikt, aan een ruimte waardoor twee onafhankelijke vluchtwegen voeren; dit geldt niet voor een rookcompartiment met een gebruiksoppervlakte van ten hoogste 250 m"
